IND,TOK,DATE,SHOT,TIME,TAUTH,IP,BT,NEL,PLTH,RGEO,DELTA1,KAPPAA,EPS,MEFF
9697,JET,20040128,62721,54.3674011230469,0.565942118325086,-3.98500633239746,-3.20705340682731,3.57109260559082,7.36799160666854,2.87829971313477,1.20153045654297,1.57870700819873,0.338070339244747,1.99270152684276
9698,JET,20040128,62721,56.6443786621094,0.623309597531001,-3.98644638061523,-3.20013429871008,3.59380722045898,7.66052243460985,2.88249588012695,1.2048956155777,1.58633860845495,0.336119808795057,1.99618199146503
9699,JET,20040128,62721,58.3831787109375,0.618098855744006,-3.98617744445801,-3.19720426181537,3.87992095947266,8.25290936933616,2.88361358642578,1.20725643634796,1.59076632781839,0.335642103285789,1.99726440386952
9700,JET,20040128,62723,54.6157836914063,0.550103126175587,-4.27938842773438,-3.44330896581238,3.2473030090332,8.06857513264587,2.87918663024902,1.20203280448914,1.58025889445552,0.337735993423088,1.99631367830641
9701,JET,20040128,62723,56.6443786621094,0.558536487606955,-4.28138732910156,-3.44195152698088,3.5809497833252,8.90501602829402,2.88079452514648,1.20460796356201,1.58476301724442,0.336709281061677,2.00023515432479
9706,JET,20040223,63170,66.3733520507813,0.157210946989132,-1.18566513061523,-1.24756547773036,2.43435478210449,4.59282352767077,2.93438339233398,1.25747156143188,1.60668443224853,0.308617632414711,1.18607835577527
9707,JET,20040223,63173,66.3733520507813,0.13804064043304,-1.1836576461792,-1.24361415958841,2.63422203063965,5.50124768310636,2.93874931335449,1.26076793670654,1.60547899458055,0.308155892808118,1.17589026623168
9708,JET,20040223,63174,63.392578125,0.159901211856891,-1.09828662872314,-1.25490740198051,2.67729949951172,6.02620424007588,2.92885208129883,1.41845679283142,1.60710804050192,0.311307358478524,1.37647868712066
9709,JET,20040223,63175,63.6409912109375,0.156727899317043,-1.10470485687256,-1.25105172553743,3.01034355163574,6.73910978969704,2.93723106384277,1.42396831512451,1.60768802744763,0.310266533762351,1.30768456113432
9710,JET,20040223,63176,63.392578125,0.162299230013549,-1.10719013214111,-1.24928695458073,2.70913124084473,6.36857108055869,2.93943023681641,1.42655754089356,1.6090628670171,0.30974857050901,1.3145506793683
9711,JET,20040224,63179,63.392578125,0.149592676078059,-1.10421943664551,-1.25126530962108,2.45251083374023,6.69042679422524,2.93724632263184,1.41823840141296,1.60234224937198,0.310190082488994,1.26016276015998
9712,JET,20040224,63180,63.1441955566406,0.134354046192226,-1.1039924621582,-1.25153996810004,2.61528778076172,7.25064036599369,2.93815803527832,1.42604446411133,1.60665415932728,0.309691997291685,1.26153867864484
9713,JET,20040224,63181,63.392578125,0.152078580459406,-1.10363006591797,-1.25224641044744,2.46768379211426,7.165312264454,2.93391036987305,1.42951440811157,1.60170563173369,0.311509809428337,1.26472657887058
9714,JET,20040224,63182,63.392578125,0.141606367051301,-1.10365772247314,-1.25035997500841,2.41929244995117,7.2703554210629,2.9367790222168,1.42425727844238,1.6028717248438,0.310279219961058,1.26681264943684
9715,JET,20040224,63184,63.392578125,0.124017118340295,-1.09738540649414,-1.25154759532727,2.8150520324707,7.78295193840002,2.93878746032715,1.41214919090271,1.5911626098281,0.310224556407149,1.09727254624131
9716,JET,20040224,63185,63.392578125,0.124226075542492,-1.09925651550293,-1.25206070835064,2.87505340576172,7.60908608596924,2.938232421875,1.411940574646,1.59313307186729,0.309907950768592,1.08880519220832
9717,JET,20040224,63186,63.392578125,0.116367187016881,-1.09471416473389,-1.2539921019589,2.96179580688477,7.82592036948837,2.93176651000977,1.41025710105896,1.5827320637522,0.312571970411622,1.05460568175799
9718,JET,20040224,63187,63.392578125,0.118313355817287,-1.09514999389648,-1.25602135892861,3.08793449401855,7.675631192985,2.92831993103027,1.41461086273193,1.57972839661502,0.314417439651192,1.04405744706919
9719,JET,20040224,63188,63.392578125,0.121358798555033,-1.09576320648193,-1.25081137254342,3.0433177947998,7.8465646576204,2.93662643432617,1.4104745388031,1.58684231281467,0.310943384094183,1.0556061302192
9720,JET,20040224,63189,66.6217651367188,0.134422596516814,-1.19223976135254,-1.24011694794083,3.23235130310059,8.04481021597091,2.94808387756348,1.27252197265625,1.62513914628046,0.304731358106163,1.12749524684487
9721,JET,20040224,63190,66.6217651367188,0.145261934857236,-1.19389915466309,-1.2370907419909,3.09898376464844,7.45948799026686,2.95529556274414,1.27577185630798,1.62600069732442,0.30425234893438,1.13575316712135
9722,JET,20040224,63191,66.3733520507813,0.126782046719815,-1.19306468963623,-1.24259108619621,3.44888496398926,7.87815451204129,2.94547843933105,1.27163481712341,1.61753960534144,0.307119536042387,1.07628221766075
9723,JET,20040225,63212,66.3733520507813,0.141897102015713,-1.19535446166992,-1.23555870798497,3.0627384185791,7.69171990508229,2.96066665649414,1.27671098709106,1.61296603618197,0.305450438784674,1.04491999106612
9724,JET,20040225,63213,66.6217651367188,0.125295353514194,-1.19361877441406,-1.23931252347299,3.11418724060059,7.9042719057264,2.95065116882324,1.26672530174255,1.61179370031348,0.306082905459696,1.05144034026869
9725,JET,20040225,63214,66.3733520507813,0.138757270738574,-1.19187831878662,-1.23828491495582,3.21663093566895,7.10087700270025,2.95205116271973,1.26670694351196,1.60473747319004,0.306292299988693,1.03812789539073
9726,JET,20040225,63215,66.3733520507813,0.129525596799477,-1.19242286682129,-1.23787658908803,2.98222541809082,7.36964356592406,2.95433616638184,1.26819038391113,1.60619809605796,0.306111084928043,1.04329436433775
9727,JET,20040225,63216,66.3733520507813,0.128814622214006,-1.18804836273193,-1.23932234811072,3.01083946228027,7.17758682442572,2.95075988769531,1.26926732063294,1.60156161669245,0.308816694763188,1.03603424184293
9728,JET,20040225,63219,66.3733520507813,0.1174007728975,-1.18524074554443,-1.23826715417003,3.24140167236328,7.64484741108988,2.9531421661377,1.26854085922241,1.59552287902551,0.309421254449243,1.02458382753555
9729,JET,20040225,63220,66.3733520507813,0.112601930649145,-1.18670463562012,-1.23939665766021,3.48955917358398,7.75758557283437,2.95215225219727,1.2687406539917,1.59817769960247,0.308960975023549,1.0222588850586
9730,JET,20040225,63222,63.392578125,0.112389417645301,-1.09325695037842,-1.25516897010374,3.06145286560059,7.60294045516814,2.92824172973633,1.40865635871887,1.57471333175104,0.314446028704269,1.01489526694736
9731,JET,20040225,63223,61.1156005859375,0.137698074550411,-1.09768199920654,-1.21981720223206,3.5177173614502,7.47337395157444,2.93409729003906,1.41124248504639,1.58471372156662,0.31201781563168,1.02512246783346
9732,JET,20040225,63223,63.392578125,0.133148540531842,-1.09139823913574,-1.25267455384207,2.86827278137207,6.5181346286192,2.93225860595703,1.40515947341919,1.58400312151872,0.31225965103542,1.02307170847254
9733,JET,20040225,63223,65.13134765625,0.14214644909223,-1.08734798431396,-1.2514007564331,3.18817901611328,5.643941787389,2.92746543884277,1.39428734779358,1.57045317048053,0.312810497545339,1.02502868241164
9734,JET,20040225,63224,63.392578125,0.185797910884858,-1.0984001159668,-1.24742222973704,2.86376762390137,5.69391385118522,2.94421577453613,1.407466173172,1.60257047540414,0.306142488713198,1.08489372840741
9735,JET,20040225,63224,65.3797607421875,0.204934146938333,-1.0922327041626,-1.24189281401259,2.96602439880371,4.71164071638818,2.94556617736816,1.41241550445557,1.59869523888251,0.307985203891668,1.09786253854889
9736,JET,20040225,63227,65.3797607421875,0.100438612055939,-0.694209575653076,-0.95614861738388,1.95952129364014,3.8108444671811,2.92665481567383,1.42005467414856,1.57642721448572,0.309147815772838,1.06049875062168
9737,JET,20040225,63228,64.6345825195313,0.152139786390846,-0.679526805877686,-0.956067510956579,2.22586441040039,1.85062827384172,2.9189281463623,1.3921799659729,1.55490567602177,0.311447019947608,1.05005274950187
9738,JET,20040225,63228,66.6217651367188,0.141632126369142,-0.681647777557373,-0.958524436139283,2.19289016723633,2.13166215354561,2.92329406738281,1.39636898040772,1.56272771487581,0.308590915852825,1.04773190360177
9739,JET,20040225,63229,66.6217651367188,0.153737988954988,-0.672289371490479,-0.961263306427598,2.09421539306641,1.65378993360086,2.9142894744873,1.39309024810791,1.54717839775142,0.312476152329268,1.04377338322628
9740,JET,20040225,63230,67.86376953125,0.135919064554555,-1.19093894958496,-1.23890880003512,3.15528297424316,7.41119363826355,2.9543628692627,1.2735869884491,1.61381185732609,0.306948733228013,1.02657825620887
9741,JET,20040225,63232,65.8765869140625,0.132595243091639,-1.18951797485352,-1.23892932623596,3.28498077392578,7.7387238986219,2.95470809936523,1.26703906059265,1.59870461908574,0.306662242643879,1.02404864636817
9742,JET,20040225,63232,68.153564453125,0.126674484897743,-1.18960571289063,-1.23741768562775,3.33905220031738,8.0602659936547,2.95176124572754,1.27358961105347,1.60943382475653,0.307358198934719,1.02413021970829
9743,JET,20040225,63233,65.8765869140625,0.126443175059712,-1.18967247009277,-1.2415747401768,3.43115997314453,7.78091067545304,2.94775772094727,1.26400399208069,1.59897082072274,0.30803996055579,1.01674178419974
9744,JET,20040225,63233,68.153564453125,0.115025838367955,-1.18625640869141,-1.24003873178626,3.29242134094238,7.87079285115488,2.94879341125488,1.26736903190613,1.59736740308996,0.307399110100342,1.01794011623849
9745,JET,20040225,63235,65.8765869140625,0.0899575298218374,-0.701206207275391,-0.959780907994383,2.03924560546875,5.26519609119637,2.92859649658203,1.4453125,1.58008093383037,0.308367601737105,1.05245905995403
9746,JET,20040225,63235,73.12158203125,0.200012456221004,-0.683324337005615,-0.961294117185805,2.18154716491699,1.95880764526404,2.91892242431641,1.44401931762695,1.57455298715416,0.311895238754904,1.05954049764714
9747,JET,20040225,63236,66.6217651367188,0.0922084541133212,-0.698749542236328,-0.960300383566708,2.38275909423828,5.13078809016959,2.93039131164551,1.4271080493927,1.57799346577526,0.307645005854713,1.04119787441577
9749,JET,20040303,63353,67.86376953125,0.189624121694543,-1.17991638183594,-1.00957062454193,1.69415760040283,2.72649176879957,2.8965015411377,1.22193479537964,1.5679080164302,0.33045809926373,1.03146965247414
9750,JET,20040303,63357,66.8701782226563,0.156941560213731,-1.18621921539307,-1.0093021845259,1.785400390625,3.69381394711243,2.89936256408691,1.21947860717773,1.56720532283854,0.329642405340172,1.05422783316222
9751,JET,20040303,63357,69.6439819335938,0.217896666000388,-1.18812561035156,-1.00321185543033,2.63576507568359,4.41472745342925,2.91534614562988,1.2366509437561,1.6004419016304,0.322168872233283,1.06254074523912
9752,JET,20040303,63358,66.6217651367188,0.169288530087588,-1.19228363037109,-1.00145271692381,2.37525367736816,5.27415358528985,2.91803741455078,1.23287856578827,1.60102791264449,0.322628002499523,1.06412934255489
9753,JET,20040303,63359,68.153564453125,0.171927229724218,-1.19287586212158,-1.00357666015785,2.23514175415039,5.28793329399439,2.9138011932373,1.23472094535828,1.59903574037649,0.323591925224738,1.08286395337057
9754,JET,20040303,63361,66.6217651367188,0.169700975362754,-0.936207294464111,-0.974839242645555,3.04271507263184,4.35183468258936,2.92763137817383,1.33559513092041,1.63487871099596,0.305878246581911,1.02933450953084
9755,JET,20040303,63361,68.650390625,0.164998300074143,-0.929307460784912,-0.979037175428604,1.81502246856689,2.68905892859634,2.91673469543457,1.31476163864136,1.62868724550824,0.307420045265232,1.04275458924327
9756,JETILW,20120215,82283,56.2,0.313479001177815,-2.46755830303,-2.71689917789,9.14453652538,11.2594621931968,2.90942405932,1.37386044589,1.5837146737,0.312721599592687,1.99950640129
9757,JETILW,20120215,82284,55.25,0.284263401146096,-2.4717385,-2.72030769799,8.41971363937,12.273321455766,2.90623060862,1.369445085526,1.57821779579,0.314078973894102,1.99809916814
9758,JETILW,20120216,82305,58,0.219705201127815,-1.97691381818,-2.21455907217,6.73765174009,12.538462901647,2.91427334872,1.374230514874,1.59103439684,0.310883540674361,1.9944523898
9759,JETILW,20120229,82433,51,0.277075418414239,-1.9827047619,-2.14915938902,6.19255292969,10.285987485554,2.8972563244,1.272590373811,1.56645061881,0.319679174706024,1.99662955148
9760,JETILW,20120229,82435,51.5,0.276297497946473,-1.97988654545,-2.14884155056,6.21534325487,10.214497336372,2.89747434674,1.271392562173,1.56576578493,0.319644279995797,1.9976422859
9761,JETILW,20120229,82447,50.75,0.279021429751435,-1.98373024,-2.14682881586,6.09334637046,10.086474910304,2.89813354492,1.272449398041,1.56767228205,0.319511111551128,1.99897705078
9762,JETILW,20120306,82480,56,0.271084320797828,-1.97496206452,-2.21558337243,6.79544729864,10.972701258052,2.92061491935,1.376879230622,1.58187360626,0.309881002459723,1.99938792567
9763,JETILW,20120306,82486,54.5,0.277436749986944,-1.97614824242,-2.05495920508,6.29621453411,10.177688559619,2.88943157774,1.281375502095,1.57313285421,0.321900445819691,1.98589949174
9764,JETILW,20120306,82486,58.5,0.310140071203759,-1.96470242424,-2.05428993665,5.93170021715,7.160930650899,2.88900178852,1.275881803397,1.57407338313,0.321350543720708,1.98177800034
9765,JETILW,20120306,82488,54.65,0.28082639588823,-1.97467088372,-2.05437106461,6.21293382906,10.143720014278,2.889568595,1.280719579652,1.57266047643,0.321752712747766,1.98551781233
9766,JETILW,20120306,82488,58.35,0.312239440430392,-1.96379927273,-2.05444839175,5.92507797101,7.034532581862,2.88842721419,1.274850726128,1.57307325303,0.321527796328923,1.98215883428
9767,JETILW,20120308,82535,55.25,0.238949339724184,-2.479992,-2.67916441907,7.17216958745,16.386800592681,2.90767392245,1.375887379501,1.58344491251,0.313802802354531,1.99605352228
9768,JETILW,20120308,82536,55.25,0.230187974817141,-2.48057236364,-2.67401842058,8.15890685843,16.884452817709,2.90936117461,1.374245253476,1.58815261468,0.31262117988631,1.99400283351
9769,JETILW,20120308,82537,55.25,0.245112877964728,-2.48026230303,-2.68094432155,7.71763337707,16.304084598344,2.90859268651,1.375053319064,1.58449923538,0.313212392545108,1.99596243194
9770,JETILW,20120308,82539,55.6,0.276544565104677,-2.48013614815,-2.67999280004,7.44362276489,13.61455142783,2.90891831009,1.373993838275,1.58815881833,0.312764710551412,1.99288502446
9771,JETILW,20120308,82540,55.5,0.246345090973718,-2.48262864516,-2.68070929132,7.32390500683,15.178166594939,2.91083821943,1.375413848508,1.58718161967,0.312310678135529,1.99444272441
9772,JETILW,20120308,82541,55.5,0.241610011346485,-2.48313854545,-2.67863019533,7.22850680404,16.193288292896,2.9112999656,1.379670966755,1.58838231876,0.312425327380013,1.99599838257
9773,JETILW,20120309,82545,55.75,0.226964064363455,-2.48003352381,-2.66684564884,7.80262338829,17.17140317368,2.90959421794,1.374457064129,1.59133759937,0.312234624301049,1.99810028076
9774,JETILW,20120309,82546,55.5,0.253105388624503,-2.47929472727,-2.66387021858,7.8346117972,15.248866891605,2.90909749811,1.373571959409,1.58893341723,0.312539853065667,1.99486038902
9775,JETILW,20120309,82550,55.75,0.260117026101507,-2.47952993939,-2.65995972968,7.63193503653,15.013754337094,2.91013706092,1.37419314818,1.5908521353,0.312186507864612,1.99753986705
9776,JETILW,20120312,82576,58.25,0.241126129037307,-1.97904669091,-2.21681796747,5.72396197345,12.03718423145,2.91514088024,1.38253661069,1.59750034205,0.309927169629146,1.98320770264
9777,JETILW,20120312,82581,58.25,0.273884476692898,-1.98073876364,-2.21493753439,5.87893139958,10.187861327054,2.91542275169,1.379493383928,1.59791889847,0.309970359466787,1.97984286222
9778,JETILW,20120312,82585,55.4,0.268880086681823,-2.48131338462,-2.67416281737,7.24911827833,15.966041366323,2.91116626446,1.382778131044,1.58615606705,0.312424641276787,1.98897669866
9779,JETILW,20120312,82588,55.4,0.30766673486692,-2.4882524,-2.66159004208,7.57822409876,15.490193112887,2.91042423248,1.38662879467,1.58813808925,0.312546198130671,1.98740024567
9780,JETILW,20120312,82590,55.25,0.258759277283335,-1.98759824,-2.21802383559,5.96637629234,13.941569275794,2.91463409424,1.387076301575,1.5986175487,0.311309239673392,1.98036865234
9781,JETILW,20120314,82628,59,0.334142348154948,-1.96555127273,-2.05826692058,6.15458758483,7.18433310043,2.88723512129,1.275735725056,1.55468841551,0.322130667094563,1.9971667203
9782,JETILW,20120314,82628,61.6,0.263746600050614,-1.97424692308,-2.04930902215,6.51756715948,11.265155306227,2.89699935913,1.286104587408,1.57453576594,0.317669058504857,1.99676264249
9783,JETILW,20120314,82630,59.25,0.30457950806563,-1.97583490909,-2.05136421676,6.3617430815,9.584279065816,2.89536562833,1.277654055393,1.56595091406,0.319442498110496,1.99644054066
9784,JETILW,20120314,82630,61.7,0.232034171313617,-1.97443935484,-2.04573871428,5.91088906316,12.64738094323,2.90023459158,1.28044854441,1.57743709175,0.316975383233113,1.99587139007
9785,JETILW,20120314,82635,59.25,0.232417827463991,-1.28067369697,-1.31430466118,4.05070451334,6.495705192296,2.90551757812,1.286470694975,1.58095887489,0.315689050354153,1.99516874371
9786,JETILW,20120314,82635,61.75,0.177522554171145,-1.28402448485,-1.31351377076,3.70888927675,9.272424626358,2.90993453517,1.29517474319,1.58995557637,0.313865896331803,1.99545634877
9787,JETILW,20120314,82636,59.5,0.264128591955228,-1.57808593939,-1.61972502767,5.13472422753,8.13093804121,2.90230352228,1.28384106087,1.57779092269,0.316539164925208,1.99736716531
9788,JETILW,20120314,82636,62,0.203351924160252,-1.58233878788,-1.61746155693,4.83062218113,11.124535104754,2.90606481379,1.289833379514,1.58785744875,0.314786075348733,1.99732000178
9789,JETILW,20120314,82638,60.15,0.291362841022271,-1.9771177931,-2.0629878194,6.5389094583,10.081643505501,2.87614177835,1.28104223054,1.5801887008,0.319094805491649,1.9974650679
9790,JETILW,20120315,82650,55.25,0.244840829074058,-2.48055418182,-2.67556880062,7.97290875677,15.726412738193,2.90843644576,1.373201248863,1.58395631989,0.312906803812655,1.98117819314
9791,JETILW,20120315,82661,55.9,0.246600952623619,-2.478081,-2.64234380389,8.11450214798,15.425396818338,2.90997867584,1.371929705143,1.58942155701,0.312225394678444,1.99813289642
9792,JETILW,20120315,82662,56.3,0.278932604567378,-2.47535327273,-2.65135049609,8.21867877342,12.614339186153,2.91002759066,1.368582096967,1.58856771522,0.312174477188708,1.99612045288
9793,JETILW,20120316,82666,58.5,0.272005116494577,-1.97748739394,-2.05001286718,6.54956429659,11.236319430662,2.89819289699,1.277304302562,1.57164574775,0.31817819944722,1.99564245975
9794,JETILW,20120316,82667,59.5,0.262516586658943,-1.97696087273,-2.04850646626,6.2321211338,11.222715523576,2.89999139959,1.277283885262,1.57532187115,0.317349218082893,1.99275443337
9795,JETILW,20120316,82670,60,0.289076176957524,-1.97474018182,-2.04756588719,6.37121706009,9.960073391764,2.89954133467,1.275593356653,1.57500444356,0.31759092226385,1.99438632618
9796,JETILW,20120316,82672,59.5,0.253073899291073,-1.97656596364,-2.04688510162,6.08506903582,11.474930511204,2.90004383434,1.277043784748,1.57529366437,0.317536771212486,1.9942676891
9797,JETILW,20120321,82705,53,0.267900346203157,-2.46985478788,-2.55808264998,8.16647783162,12.909717748361,2.91435704087,1.214393081087,1.60875676098,0.305351452399375,1.98532705596
9798,JETILW,20120322,82717,47,0.164867212033109,-1.69283655696,-2.04493434771,4.34111761066,14.209227644124,2.88998838014,1.280870425551,1.57253927424,0.31934305740056,1.98569942426
9799,JETILW,20120322,82718,45.95,0.201925853076238,-1.69630874576,-2.03766510734,4.60669531072,16.144809715622,2.89941949359,1.289390838752,1.56380320564,0.316284793504143,1.98717253087
9800,JETILW,20120322,82725,46.2,0.201431143083443,-1.69724723077,-2.030814679,4.7662967047,17.130636692751,2.90774653508,1.288088972751,1.57517076472,0.31393923926278,1.99013812725
9801,JETILW,20120326,82751,56.5,0.235101566900421,-2.47790448485,-2.7030194592,7.76624129079,16.006405023693,2.91000135017,1.373261943008,1.59233349071,0.312030591450741,1.99119475394
9802,JETILW,20120327,82777,54.15,0.268592662643858,-2.47854257143,-2.67770952485,6.95136066411,15.686473044454,2.89049339294,1.276890286378,1.56171227412,0.321691930087834,1.97707898276
9803,JETILW,20120327,82778,57.25,0.248099667286791,-2.47850008163,-2.67572295933,6.48864091438,15.761812671305,2.89327473543,1.274432143387,1.56806714545,0.320407452576475,1.98099439971
9804,JETILW,20120328,82787,47.6,0.189747629142664,-1.49011145763,-2.0508238328,5.27683367183,10.741592598691,2.88274034403,1.354788101325,1.55488383373,0.316712425535922,1.98924695031
9805,JETILW,20120328,82789,47.5,0.171177875385321,-1.49010533333,-2.04328433323,4.56339054192,12.414011987169,2.88953885165,1.353829918485,1.56220867982,0.314142947920795,1.98539687648
9806,JETILW,20120328,82790,48.1,0.156871452264387,-1.49619054545,-2.03682583329,4.30644435021,15.103061150801,2.89966444536,1.368089459159,1.58256923292,0.310239644927713,1.98865485914
9807,JETILW,20120328,82792,47.5,0.167637210643827,-1.48943890909,-2.03594275631,4.53484088688,13.271347442033,2.89637571393,1.357775240233,1.57344880624,0.311485156267542,1.99821240974
9808,JETILW,20120328,82794,47.3,0.173144601495828,-1.49602387692,-2.03268789906,5.07624111608,17.535386855825,2.89895653358,1.387639588576,1.58134819126,0.310899340688279,1.98981604943
9809,JETILW,20120328,82800,46.9,0.175691172569482,-1.69263224242,-2.03448673493,4.12356442835,17.31397667368,2.89583263975,1.263869834669,1.56197457933,0.322505950829612,1.99324428674
9810,JETILW,20120328,82804,49.5,0.179772302769539,-1.69151612121,-2.3164026609,4.98364534853,16.862208127431,2.89944804798,1.353506507295,1.55640428838,0.309178194468613,1.98466861609
9811,JETILW,20120329,82806,55.5,0.235186273156328,-2.47919509091,-2.69565671817,7.83580876954,16.446539709879,2.90696872364,1.372798659584,1.58925076649,0.313023423772374,1.97913138839
9812,JETILW,20120403,82863,61.5,0.338537203237589,-1.96341418182,-2.04789393698,5.94419489136,6.729222137297,2.894360629,1.285879015922,1.57007394802,0.321626323426955,1.99549137462
9813,JETILW,20120403,82864,61.5,0.338696661350792,-1.964144,-2.04749981372,5.85745837729,6.663440901961,2.89478440718,1.284911444693,1.57048425011,0.321642263324899,1.99498032079
9814,JETILW,20120403,82866,62.05,0.334620841998011,-1.96128083333,-2.04556719488,5.90608516264,6.64353037306,2.89566294352,1.286142925421,1.569976785,0.321298005438448,1.99785455068
9815,JETILW,20120403,82868,61.3,0.334410812161299,-1.96389904762,-2.04652579219,5.78422738444,6.698960382939,2.89529727754,1.284094072523,1.56902485106,0.321795856257157,1.99004182361
9816,JETILW,20120410,82898,61.6,0.174107035521485,-1.5891695,-2.46659981381,3.73438285633,12.495016462049,2.89664955139,1.293679440021,1.57492543137,0.319092499229484,1.99361839294
9817,JETILW,20120410,82900,59.5,0.186465798705477,-1.28717490909,-2.47377059658,2.87804803579,7.60377796713,2.89029988376,1.286896261302,1.55846136923,0.322667017420273,1.99430829828
9818,JETILW,20120410,82904,55.4,0.187510434851878,-2.4821504,-2.46880395591,7.66227076758,22.627909032645,2.89645729065,1.27947397232,1.57487056804,0.318669843586357,2
9819,JETILW,20120410,82905,55.25,0.236435456341166,-2.49099587879,-2.46932268106,6.59479732534,22.628127350075,2.89884008542,1.290837788822,1.57924091329,0.318313380682849,2
9820,JETILW,20120613,83141,60.25,0.195736052327559,-1.48037446465,-1.54639021205,5.47488392213,8.437116677562,2.91467377634,1.416871619947,1.58571753078,0.309103232632888,1.99751158435
9821,JETILW,20120614,83167,56,0.214695920198626,-2.47495418182,-2.65702680056,6.58891332552,18.603672026687,2.89600349195,1.268996766119,1.57090114847,0.318173042104159,1.96711546002
9822,JETILW,20120615,83176,55,0.2272936741968,-2.47611894949,-2.76521330752,7.80632426573,16.209246984342,2.89173873747,1.266175347145,1.5607910827,0.320532704083062,1.98083619397
9823,JETILW,20120615,83177,54.1,0.234339805433923,-2.47524775758,-2.7657481589,7.62596706334,16.020895870683,2.89110842618,1.26880385659,1.55584640025,0.32111210990127,1.98648972945
9824,JETILW,20120618,83214,55,0.332175696720559,-1.97123442424,-2.23154397586,6.52715630825,6.972086423554,2.89683440237,1.362941626346,1.56197299953,0.316965070266631,1.98775366581
9825,JETILW,20120620,83240,54.85,0.327268030908762,-2.47263739535,-2.25921572954,7.38135594412,10.953962199068,2.92357156443,1.260418598042,1.58027331706,0.31231246430734,1.9499737052
9826,JETILW,20120620,83245,54.5,0.26926300495896,-2.47681454545,-2.26210986221,8.84016355931,15.575559906695,2.91892542984,1.263941136274,1.57039334611,0.314721336664759,1.97189677845
9827,JETILW,20120620,83246,56.25,0.254736501628476,-2.47342864,-2.27438827909,8.19482963321,15.722937758804,2.90025817871,1.267621049881,1.574786221,0.319826184192531,1.96214752197
9828,JETILW,20120620,83247,55.6,0.25544381024112,-2.47758830769,-2.50876645812,7.88360626989,14.592876545583,2.89642940423,1.265145570804,1.566244721,0.321232736127518,1.98813081399
9829,JETILW,20120620,83248,54.5,0.233433703375364,-2.47998012121,-2.4202796026,7.94936210833,17.638401803195,2.90406776197,1.274909294013,1.5672030204,0.319319256105078,1.98579499216
9830,JETILW,20120620,83249,54.5,0.264226053649289,-2.48308436364,-2.41971734997,7.59839025618,17.391264624492,2.90531158447,1.278616681244,1.56895226669,0.31906748184605,1.95549242424
9831,JETILW,20120620,83251,56.25,0.289471780324985,-2.48040192,-2.28026907792,8.19901328961,15.877624288074,2.90062133789,1.272460708618,1.57513767607,0.319854291893506,1.95930480957
9832,JETILW,20120621,83267,47.5,0.192556607936304,-1.98931951515,-2.6830415178,5.55706265264,13.978121247604,2.92866030606,1.364782362274,1.6073611042,0.305927575459359,1.94708876176
9833,JETILW,20120621,83268,47.5,0.18013297382945,-1.98930242424,-2.6801396911,5.25016555972,16.061085222015,2.93345156583,1.368994611683,1.6148294089,0.304353560580908,1.94888513738
9834,JETILW,20120622,83276,51.7,0.259229892892406,-2.48138715152,-2.5561563559,8.20782439463,17.32648766234,2.89825462573,1.260897340197,1.57057279683,0.318977159534817,1.97825708389
9835,JETILW,20120622,83278,56.75,0.180934456718759,-1.97542884848,-2.1936736332,6.46516308657,14.207555717241,2.92111562093,1.443872880935,1.58713302213,0.310568513221045,1.98495021011
9836,JETILW,20120622,83279,51.5,0.209778727966785,-2.48373260606,-2.56448428412,6.96252280267,19.081416667391,2.89267985026,1.27536503474,1.56843580815,0.320771207283308,1.98315938314
9837,JETILW,20120622,83286,46.8,0.20822401679973,-1.68366327273,-2.03402587206,4.78583704942,9.999433405413,2.89315125436,1.237552158761,1.52507715138,0.322671439840607,1.99391521107
9838,JETILW,20120622,83287,46.75,0.149950257550209,-1.68505369863,-2.03271338296,4.07841376301,14.366333791272,2.89654060259,1.241450401201,1.5316557686,0.321430589429506,1.99468074433
9839,JETILW,20120623,83293,52.5,0.252797287810993,-2.47966674747,-2.42848911555,7.80586358501,14.794925637831,2.89897849343,1.262201636728,1.57109285802,0.320575048070615,1.96649971394
9840,JETILW,20120623,83294,51.75,0.256617539777598,-2.4792336,-2.43048750725,8.19792773445,14.56986515123,2.89925201416,1.261101579666,1.56778806816,0.320869624849612,1.96907180786
9841,JETILW,20120623,83295,52.5,0.259357385980558,-2.48478685714,-2.42674448596,8.12068161834,15.937035941779,2.90235410418,1.264579693477,1.57519984899,0.319579110136203,1.97186896915
9842,JETILW,20120623,83296,53,0.253706344650865,-2.48269818182,-2.42744006471,8.43683102831,16.1311023608,2.90119124904,1.26753932057,1.57572260567,0.319808685220258,1.96743797533
9843,JETILW,20120623,83297,53,0.255962399256014,-2.48355490909,-2.42743290432,7.6291575822,16.052735248349,2.90059199478,1.258200818842,1.57268901099,0.320410379246561,1.9663328691
9844,JETILW,20120623,83300,53,0.246173568488814,-2.72816727273,-2.49965991358,8.79393551651,18.401581289294,2.90179142807,1.264817100583,1.57802716198,0.319594785863648,1.96050724839
9845,JETILW,20120623,83302,53.5,0.221240211825056,-2.72952664615,-2.67956629443,8.05246991074,21.1657788611,2.9001962515,1.266588350443,1.57497726764,0.320168378449475,1.96077176608
9846,JETILW,20120623,83303,53.25,0.232089960878412,-2.73159121951,-2.68105759724,7.54611500498,20.293136074458,2.90008396056,1.267556207936,1.57474840817,0.320339954437598,1.95186410299
