degree,alpha,tokamak,n_held_out_rows,rmsle,feature_mahalanobis
4,10000.0,CMOD,45,0.7249368481508053,6.937744525296737
4,10000.0,MAST,39,0.47439067074576075,5.375921749336576
4,100000.0,JET,1762,0.6509790932122078,2.189768389167002
4,100000.0,AUG,1377,0.2755425488780987,1.2399939601552896
4,100000.0,JETILW,866,0.3386135763640479,1.7024302608804454
4,100000.0,AUGW,767,0.30484782535593585,1.6457652294950753
4,100000.0,ASDEX,431,0.42103063268076846,5.187342932450245
4,100000.0,D3D,388,0.3029672529991631,1.1410663145491857
4,100000.0,NSTX,185,0.9182815373883659,7.8308993076380045
4,100000.0,JT60U,100,0.22850272397534788,2.483394451114324
4,100000.0,PDX,97,0.6206819348310416,4.045943810544166
4,100000.0,JFT2M,69,0.5244263011637701,5.434784443628557
4,100000.0,PBXM,59,0.8774754883339413,10.18020691511417
4,100000.0,CMOD,45,1.0741373592169745,6.937744525296737
4,100000.0,MAST,39,0.636094971540425,5.375921749336576
