model_name,split,scope,n_rows,nominal_coverage,empirical_coverage,median_half_width_log,median_interval_factor,rmsle,is_blind,feature_mahalanobis
ipb98y2_analytic,size_cut,TFTR,2,0.9,1.0,0.31970574590790957,1.3767225984697504,0.17906413557770298,False,
mean_baseline,size_cut,JET,1762,0.9,0.04086265607264472,0.8619437601379147,2.367758578406562,1.6361756973348986,True,2.189768389167002
mean_baseline,size_cut,JETILW,866,0.9,0.24249422632794457,0.8619437601379147,2.367758578406562,1.086706532630913,True,1.7024302608804454
mean_baseline,size_cut,JT60U,100,0.9,0.44,0.8619437601379147,2.367758578406562,1.0047456441295228,True,2.483394451114324
mean_baseline,size_cut,TFTR,2,0.9,1.0,0.8619437601379147,2.367758578406562,0.793258033132612,True,
ridge_loglinear,size_cut,JET,1762,0.9,0.8359818388195233,0.31609685294762135,1.3717631084928388,0.22175448456106703,True,2.189768389167002
ridge_loglinear,size_cut,JETILW,866,0.9,0.48614318706697457,0.31609685294762135,1.3717631084928388,0.34264522217827603,True,1.7024302608804454
ridge_loglinear,size_cut,JT60U,100,0.9,0.28,0.31609685294762135,1.3717631084928388,0.44417454923011807,True,2.483394451114324
ridge_loglinear,size_cut,TFTR,2,0.9,1.0,0.31609685294762135,1.3717631084928388,0.2033228365789672,True,
random_forest,size_cut,JET,1762,0.9,0.010783200908059024,0.23051314904992348,1.2592460250656576,1.0676787452561665,True,2.189768389167002
random_forest,size_cut,JETILW,866,0.9,0.061200923787528866,0.23051314904992348,1.2592460250656576,0.6213536283732345,True,1.7024302608804454
random_forest,size_cut,JT60U,100,0.9,0.01,0.23051314904992348,1.2592460250656576,0.5654672640977346,True,2.483394451114324
random_forest,size_cut,TFTR,2,0.9,0.0,0.23051314904992348,1.2592460250656576,0.46730779321601223,True,
hist_gradient_boosting,size_cut,JET,1762,0.9,0.0,0.22143039289846422,1.2478603852531214,1.1337186655795166,True,2.189768389167002
hist_gradient_boosting,size_cut,JETILW,866,0.9,0.009237875288683603,0.22143039289846422,1.2478603852531214,0.6971960562388646,True,1.7024302608804454
hist_gradient_boosting,size_cut,JT60U,100,0.9,0.0,0.22143039289846422,1.2478603852531214,0.6829675453364457,True,2.483394451114324
hist_gradient_boosting,size_cut,TFTR,2,0.9,0.0,0.22143039289846422,1.2478603852531214,0.6552309915364012,True,
hybrid_gbm_s1,size_cut,JET,1762,0.9,0.8830874006810443,0.2584415322209819,1.2949104371022295,0.16417994583320386,True,2.189768389167002
hybrid_gbm_s1,size_cut,JETILW,866,0.9,0.5450346420323325,0.2584415322209819,1.2949104371022295,0.2693607382776768,True,1.7024302608804454
hybrid_gbm_s1,size_cut,JT60U,100,0.9,0.56,0.2584415322209819,1.2949104371022295,0.2865071247051016,True,2.483394451114324
hybrid_gbm_s1,size_cut,TFTR,2,0.9,1.0,0.2584415322209819,1.2949104371022295,0.14386903047797228,True,
